48:3.16228 141:2.82843
1032:2.82843 1091:2.23607
1076:1.41421 1147:1
1115:3 1124:3
1144:6.32456 1162:4.47214
1039:1.41421 1134:1.41421
1067:2 1107:1.41421
1037:2 1132:2.23607
1102:3 1138:1.41421
1038:2 1097:1.41421
1064:2.82843 1103:1.41421
1098:4.12311 1099:4.24264
1026:4.47214 1153:4.47214
1077:3.16228 1150:3.16228
1000:1 1147:1
1029:1.41421 1043:2.23607
1038:1 1108:2.23607
1068:1 1158:2
1018:4 1145:2.23607
1090:2 1120:1.41421
1059:1 1139:1.41421
1030:2 1062:1.41421
1048:2 1173:2.23607
1102:2.23607 1123:1.41421
1059:1 1135:1.41421
1022:2 1151:1.41421
1070:2 1086:3
1088:1.41421 1167:1
1172:4 1174:4
1005:2.23607 1092:3.16228
1013:2.23607 1133:2.23607
1069:1.41421 1136:3
1117:1 1129:1
1139:2.23607 1160:2
1015:4 1155:2.23607
1107:1.41421 1121:2
1085:1.41421 1171:1
1036:1 1091:2.23607
1097:3.16228 1124:4.47214
1040:2.82843 1049:1
1149:2.23607 1163:4.24264
1139:2 1148:2.23607
1048:1.41421 1159:2
1068:2.23607 1132:2
1048:1.41421 1157:2
1148:2 1156:2.23607
1017:2.23607 1019:1.41421
1005:3.60555 1101:3
1033:3.16228 1083:2
1001:2 1055:2.23607
1054:6 1106:4.47214
1030:3.16228 1100:2.23607
1088:1 1142:1
1025:2 1053:3.16228
1007:3.16228 1028:2.23607
1057:3 1111:3.60555
1085:1 1101:1
1010:1 1024:1.41421
1048:2.23607 1137:2.23607
1016:2 1110:2.23607
1334:1.41421 1347:1.41421
1244:8.24621 1350:10.198
1237:4.47214 1332:5.83095
1181:4.12311 1282:1
1247:1.41421 1263:3
1281:3.60555 1316:2.23607
1178:4.12311 1282:3.16228
1284:11.0454 1382:9.05539
1235:7.07107 1383:6.08276
1203:2.23607 1329:4.47214
1345:3 1358:4.12311
1268:5.09902 1344:4.47214
1237:8.544 1332:4.12311
1227:2 1389:4.12311
1289:5.09902 1318:1.41421
1295:2.82843 1365:8.06226
1218:1 1230:5.09902
1226:8.48528 1354:7.07107
1265:2.23607 1381:1.41421
1207:6.08276 1370:5.38516
1268:3.60555 1344:6.08276
1302:4.47214 1380:4
1231:3.60555 1289:2
1368:4.12311 1395:1.41421
1288:6 1359:4.12311
1323:3.16228 1341:3.16228
1224:1.41421 1379:2.23607
1214:5.83095 1330:5.38516
1184:2.23607 1329:5
1217:8 1258:5.83095
1249:4.47214 1274:2.23607
1304:4.47214 1346:5.65685
1301:1 1340:4.12311
1294:3.60555 1393:4.47214
1317:6.08276 1387:7
1194:8.24621 1261:8.06226
1274:4.24264 1340:2
1177:6.08276 1276:6
1223:4 1269:1
1202:5.83095 1394:5
1250:3.16228 1384:4.24264
1321:6.32456 1362:1.41421
1310:7.61577 1343:5.09902
1191:1 1398:4.47214
1257:2.23607 1291:2.82843
1315:5 1337:3
1320:6.40312 1341:6
1236:2.23607 1296:5
1213:4 1269:4.12311
1201:1.41421 1379:1
1261:6 1293:2
1240:3.60555 1354:1.41421
1188:2 1389:4.12311
1254:4.47214 1346:2.23607
1258:5.09902 1387:3
1191:5.09902 1273:3.60555
1197:3.60555 1289:3
1186:5.38516 1268:6.7082
1265:7.07107 1319:6.32456
1309:7.81025 1374:6.32456
1238:2.82843 1287:2.82843
1222:2.23607 1296:4.47214
1177:4.47214 1212:6.40312
1235:2.82843 1245:3
1249:4.12311 1254:4
1226:3.60555 1354:3.60555
1203:5.38516 1395:7.07107
1260:3.60555 1366:3.60555
1325:6.32456 1336:6.7082
1350:4.47214 1383:6.40312
1238:3 1335:2.23607
1277:6.32456 1361:5.09902
1179:1.41421 1263:2.23607
1259:1 1389:8.94427
1254:1 1274:3
1215:3.16228 1384:7.2111
1180:4.47214 1316:2.23607
1335:5.83095 1385:3.60555
1299:4.47214 1371:2.23607
1239:4 1249:1
1334:1.41421 1347:1.41421
1201:9.48683 1333:8.48528
1219:2.23607 1291:3
1204:5.83095 1229:5.09902
1248:1 1389:8.06226
1242:3.60555 1366:4
1225:6 1365:6
1296:6.7082 1306:4
1179:3 1247:2.23607
1300:3.16228 1324:10.2956
1193:2.23607 1381:2.23607
1224:3 1379:3.16228
1279:6 1305:7.07107
1195:3.60555 1344:4.24264
1213:1 1223:4.12311
1358:4.24264 1372:4.12311
1215:9.84886 1384:6.08276
1242:6.32456 1366:4.12311
1230:3.60555 1270:5.09902
1205:2.23607 1249:3
1251:6.7082 1328:1
1313:1 1356:1.41421
1219:3.60555 1291:5
1266:5 1317:7.07107
1267:6 1396:7.07107
1180:4.12311 1227:5.09902
1180:3.60555 1376:2.23607
1178:1 1181:3.16228
1185:5.09902 1345:2.23607
1368:1 1395:4.24264
1255:6 1302:5
1349:6.40312 1350:7.28011
1235:2.82843 1238:4
1199:6 1292:4.12311
1197:2 1231:3
1312:2.23607 1384:4.47214
1219:2.82843 1257:3
1288:4.12311 1300:9.48683
1225:2 1303:6
1208:3.60555 1357:1.41421
1190:2.82843 1365:6.08276
1222:5 1236:4.47214
1205:6.08276 1346:5.38516
1293:7.07107 1303:5.09902
1236:5 1253:4.47214
1264:3.16228 1292:9.48683
1207:1 1340:3.16228
1196:4.47214 1285:5
1293:6 1298:5.09902
1206:4.47214 1331:2
1319:3.16228 1381:6.7082
1262:4 1399:6.40312
1311:5.65685 1380:3.16228
1311:6.08276 1327:6.40312
1321:5 1336:2.82843
1204:8.60233 1217:7.61577
1327:5.09902 1377:2.82843
1215:5 1290:2.23607
1276:1 1356:1
1187:9.05539 1390:5.38516
1184:6.32456 1220:5
1180:2.23607 1251:2.23607
1224:2 1379:1
1189:1.41421 1289:6
1233:6.32456 1305:3.16228
1221:6.40312 1341:11.7047
1309:5 1399:3.60555
1360:4.47214 1369:1
1200:3.16228 1341:4.47214
1342:3.16228 1398:6
1309:6.08276 1336:5
1343:5.38516 1392:8.06226
1311:5.09902 1377:4.24264
1251:5.83095 1275:1
1184:4.47214 1203:5
1202:5.38516 1338:3
1228:5 1304:2
1177:5.83095 1187:4.12311
1266:6.40312 1278:7.07107
1175:1.41421 1255:1.41421
1245:2.23607 1385:3
1309:2.82843 1325:5
1220:3 1280:6.32456
1202:7.07107 1330:3
1222:5.83095 1236:5
1211:2 1301:3.16228
1200:3.16228 1323:4.47214
1324:3.16228 1398:7.61577
1217:5.09902 1331:5
1186:4.47214 1268:4.24264
1185:3 1283:2.23607
1228:2.23607 1297:5.38516
1175:1.41421 1255:1.41421
1344:7 1367:5.65685
1286:6.40312 1350:4.24264
1244:4.47214 1349:4.24264
1325:9.48683 1397:3
1322:5.83095 1369:5.38516
1175:1.41421 1378:1
1226:1.41421 1240:3.60555
1276:2 1356:1.41421
1276:1.41421 1313:1
1208:5 1294:1.41421
1257:3.16228 1291:3.60555
1199:4.12311 1355:5
1198:4.47214 1322:4.47214
1246:5.09902 1391:9.43398
1216:1.41421 1321:5.09902
1242:5.83095 1356:6
1372:8.60233 1373:5.65685
1261:6 1295:6.08276
1242:3.60555 1260:4
1344:5 1348:5.65685
1284:1 1395:3.60555
1322:1 1360:5
1194:5.38516 1340:7
1196:5 1253:2.23607
1270:4.12311 1358:7.28011
1187:12.083 1364:5.65685
1234:6.32456 1336:5.38516
1218:5 1398:5
1180:4.47214 1281:2.23607
1311:2.82843 1327:4.24264
1334:2.23607 1353:1
1224:1 1317:1
1196:4 1307:3.16228
1193:1.41421 1265:2.23607
1182:9.05539 1210:10.8167
1183:6.08276 1244:6.40312
1215:4.24264 1290:4.47214
1252:3.60555 1335:3
1239:4.12311 1392:1
1229:3 1258:6.40312
1201:5 1317:5
1188:4.12311 1227:4.12311
1187:9.21954 1314:5.38516
1252:7.81025 1385:8.24621
1239:4.47214 1386:1
1208:4.47214 1368:5
1208:4.47214 1294:4.12311
1198:1.41421 1368:3.60555
1209:8 1279:7.07107
1325:9 1351:3
1218:4.47214 1375:5
1306:6.40312 1321:3.60555
1436:4.47214 1591:5
1466:3 1665:2.23607
1515:7.81025 1560:7.07107
1511:5 1571:8.544
1413:5.38516 1576:4.12311
1624:5 1644:9.21954
1411:3 1519:5.38516
1542:2 1615:3
1527:2.82843 1620:1.41421
1514:1.41421 1641:3.60555
1617:4.12311 1636:7.61577
1406:3 1502:4.12311
1425:3.16228 1431:2.23607
1456:5 1576:1.41421
1437:5.09902 1601:3.16228
1583:4 1649:1.41421
1442:7.07107 1588:12.53
1550:7.07107 1611:9.21954
1596:5.65685 1650:4
1522:7.07107 1651:8.06226
1407:5.09902 1636:5.09902
1569:8.94427 1614:11.1803
1547:4.12311 1634:9.43398
1574:8.24621 1666:5
1428:4.12311 1501:11.7047
1412:3.16228 1431:5
1492:1.41421 1604:5.38516
1542:2.23607 1615:3.16228
1424:4.12311 1501:10
1441:6.32456 1661:4.47214
1487:5.65685 1605:5.09902
1412:2.23607 1425:5
1632:7.81025 1673:1.41421
1642:4.47214 1645:4.47214
1646:6.32456 1670:3.16228
1448:5.65685 1602:2.23607
1586:4.12311 1591:2.23607
1414:5.09902 1601:2
1446:8.48528 1534:6.32456
1640:1 1659:3
1556:11.1803 1607:11.0454
1578:4.47214 1661:4.47214
1416:7.07107 1500:10.6301
1511:12.6491 1571:9.05539
1452:1 1465:3.60555
1535:7 1556:2.23607
1534:4 1652:7
1473:3.60555 1612:3.16228
1435:5.65685 1476:6.08276
1519:6.08276 1554:5.38516
1420:5.83095 1636:4.47214
1584:12.6491 1614:7.28011
1444:1 1465:4.24264
1495:2 1500:13
1575:12 1588:10.198
1484:8 1613:8.24621
1413:5 1576:5
1486:4.47214 1663:3.16228
1590:1 1623:3.60555
1461:3.60555 1548:7.2111
1503:5.38516 1625:4.12311
1459:3.60555 1548:3.60555
1625:8.60233 1665:7.2111
1516:3.16228 1536:4.47214
1468:9.43398 1490:7.61577
1444:3.60555 1499:3.60555
1401:3 1637:2
1470:4.12311 1581:5.83095
1459:11.7047 1464:9.43398
1577:3.60555 1610:2.23607
1467:4.12311 1581:6.08276
1445:14.0357 1567:14.8661
1527:3 1608:1
1447:3.60555 1481:4.12311
1596:3.60555 1599:2
1510:7.28011 1563:8
1448:6.08276 1602:10.2956
1583:7.2111 1597:5.83095
1536:7.2111 1592:7.07107
1555:5 1653:3
1420:6.08276 1634:4.47214
1473:4.12311 1587:5.09902
1485:4.12311 1647:6.7082
1488:4.47214 1631:8.06226
1414:6.32456 1601:7.07107
1482:4.12311 1572:8.94427
1457:4.47214 1663:3.16228
1430:5.65685 1605:10.2956
1483:4.47214 1543:5.09902
1521:4.12311 1626:4.47214
1464:7.61577 1537:3.16228
1565:10.198 1647:8.06226
1426:1.41421 1604:4.12311
1657:5.83095 1668:5
1501:4 1632:3.60555
1453:2 1500:11.1803
1498:1 1645:8.06226
1558:3 1585:5.38516
1496:1 1645:9.05539
1444:7.2111 1465:3.60555
1442:10.6301 1495:11.1803
1494:4 1632:3.60555
1411:4.12311 1530:4.47214
1506:1.41421 1625:4.47214
1431:10.6301 1595:6.32456
1540:6.40312 1602:9.43398
1503:1.41421 1625:5.83095
1477:8.24621 1597:11.4018
1557:11.4018 1616:7.81025
1522:7.07107 1619:9.84886
1475:7.28011 1651:4
1403:5 1571:4.24264
1525:4 1582:2.23607
1672:5 1674:3.16228
1409:1.41421 1641:3.60555
1560:7.28011 1605:5
1463:3.16228 1536:1.41421
1504:13 1642:10.0499
1436:6.32456 1586:5.38516
1406:5.38516 1627:6
1532:2.23607 1545:2
1626:3 1668:3.16228
1419:7.07107 1509:7.07107
1463:8.544 1592:6.7082
1548:3.16228 1655:3.60555
1512:4 1582:2.23607
1549:3 1658:2
1408:2.82843 1472:3
1559:7.81025 1609:7.07107
1606:10 1650:7.81025
1411:5.38516 1502:4.47214
1501:4.47214 1632:4.12311
1520:2.23607 1545:1
1619:4.47214 1660:9.89949
1438:6.32456 1446:4
1552:2.23607 1637:6.08276
1516:1.41421 1592:3.16228
1490:3.16228 1672:7.07107
1561:5 1649:7.07107
1512:9.48683 1640:9.43398
1435:6.08276 1602:4
1603:9.43398 1671:9.43398
1407:2 1427:2.23607
1488:5.09902 1551:5
1535:7.61577 1607:5
1520:2 1532:1
1600:2 1655:5
1422:4.12311 1427:11.4018
1461:3.60555 1524:3.16228
1658:1 1668:2
1587:3.60555 1612:5.38516
1488:5.38516 1543:5
1535:2.23607 1637:5.09902
1638:1.41421 1643:7.2111
1449:5.38516 1627:8
1479:5 1653:3.16228
1445:2.23607 1535:6.32456
1508:11.4018 1633:9.05539
1497:3 1585:8.24621
1609:1 1667:6.08276
1407:5.09902 1420:5.65685
1538:5 1649:5
1646:10.198 1674:7.81025
1514:6.08276 1641:5.65685
1526:7.07107 1657:7.07107
1491:10.198 1613:8.06226
1499:7.28011 1645:5.38516
1503:8.48528 1506:8.60233
1513:5.83095 1672:1
1421:8.94427 1533:13.3417
1603:4 1659:3.16228
1403:8.544 1511:4.24264
1482:7 1647:7.2111
1489:5.83095 1626:7.61577
1635:4.47214 1666:3.60555
1493:10 1629:2
1404:4.12311 1413:1.41421
1469:3.60555 1610:2
1441:4.47214 1630:4.47214
1578:8.94427 1630:6
1646:7.28011 1670:6.7082
1467:5.83095 1470:6.08276
1512:2.23607 1525:2.23607
1415:4 1649:5.09902
1421:12.083 1614:7.81025
1497:5.38516 1664:6.7082
1436:4.12311 1518:5.38516
1481:5.09902 1550:3.60555
1555:10 1589:5.65685
1532:5.38516 1545:4.47214
1458:1 1623:2.82843
1400:5 1436:2.23607
1516:4 1536:3.16228
1622:4.47214 1650:8.06226
1555:5.83095 1653:6
1431:10.0499 1504:6.32456
1474:3.60555 1599:5.38516
1477:5.83095 1624:6.08276
1509:13.0384 1584:13.1529
1474:2 1596:5.38516
1546:2 1655:6.40312
1414:3.16228 1437:2
1435:2.23607 1540:4
1570:4 1659:4.24264
1426:5.38516 1492:4.12311
1430:5.09902 1515:5
1460:7.81025 1506:7.07107
1525:6.7082 1544:5
1472:1 1527:3.16228
1559:1 1667:6
1469:2.23607 1577:2
1410:8.06226 1617:8
1447:3.16228 1550:5.38516
1531:8.06226 1565:8.06226
1451:7.28011 1584:7.81025
1407:3 1427:3.16228
1508:7.81025 1594:7.2111
1410:4.12311 1470:6.08276
1438:9.21954 1600:9.43398
1533:4.47214 1660:5.83095
1408:1.41421 1527:3.16228
1481:7.07107 1639:3.16228
1457:5.38516 1593:4.47214
1458:3.60555 1590:2.82843
1405:5 1597:6.08276
1460:4.12311 1503:4.47214
1521:3 1549:3
1519:6 1662:3.16228
1570:7.28011 1603:7.28011
1493:8.94427 1575:2
1578:4.47214 1579:6
1483:8.06226 1488:6.7082
1494:3.60555 1501:3.60555
1414:12.8062 1557:9.05539
1480:4.47214 1615:4.47214
1574:4.47214 1666:6.08276
1420:5.09902 1450:4.47214
1401:3.60555 1466:2
1553:1.41421 1643:7.07107
1587:9.48683 1621:3.16228
1439:1 1659:3.16228
1409:3.60555 1514:3.60555
1433:4.47214 1435:6.40312
1586:7.2111 1638:7.07107
1405:9.21954 1667:10.0499
1433:4.47214 1566:5.38516
1434:6.32456 1670:5.09902
1482:6.7082 1572:7.2111
1527:6 1608:5.83095
1415:1.41421 1561:5
1418:4 1622:6.7082
1419:8.06226 1510:4
1446:7 1631:8.06226
1479:3 1555:3.16228
1408:7.07107 1664:1.41421
1524:3.60555 1546:5
1554:10.2956 1639:9.89949
1493:5.83095 1564:7.07107
1526:2 1549:1
1439:3 1570:3.16228
1533:9.89949 1619:5.83095
1429:4.47214 1441:4.47214
1519:9.05539 1627:3.16228
1457:3.16228 1486:3.16228
1585:6.7082 1654:1.41421
1401:2.23607 1466:4.47214
1423:5 1574:3.60555
1559:6.08276 1609:6
1549:2 1658:3
1577:5.09902 1610:5.09902
1434:3.16228 1646:5.09902
1603:4.24264 1659:6
1513:5 1568:1
1432:1.41421 1632:7.81025
1513:3.16228 1672:7.28011
1728:2 1896:6.7082
1826:1 1877:5.38516
1778:5.09902 1980:5.83095
1762:10.7703 1790:8.60233
1979:7.81025 1996:7.07107
1695:3 1811:5
1777:2.23607 1968:5
1960:4.47214 1999:2.23607
1778:3.16228 1982:4.12311
1701:4.24264 1792:4.12311
1721:5.83095 1725:8.06226
1765:8.24621 1808:7.2111
1895:8.60233 1960:8.06226
1712:3.60555 1810:7.07107
1775:2.82843 1967:3.16228
1823:9.84886 1848:6.7082
1910:8.06226 1930:2.23607
1925:7.2111 1985:7.07107
1800:5.83095 1953:8.24621
1833:5 1959:3
1680:3 1811:2
1714:2 1748:5
1894:6.7082 1901:5.09902
1869:14.7648 1946:5
1910:4.24264 1928:7.28011
1760:2 1824:11.0454
1684:4.24264 1792:2.23607
1766:5.65685 1970:7.2111
1787:3.60555 1902:10
1745:3.16228 1821:5.09902
1682:5.65685 1999:5.38516
1805:13.4536 1902:6.7082
1874:6.40312 1920:8.544
1686:8.544 1808:7.28011
1801:2 1803:3.60555
1857:6.40312 1880:1
1804:5.83095 1981:14.1421
1688:3.60555 1810:5.38516
1931:9.21954 1952:8.60233
1696:2 1986:5.09902
1883:5 1919:6.08276
1722:3.60555 1743:4
1730:8 1846:5
1726:3 1877:7.28011
1928:8 1978:6.08276
1764:6.32456 1789:4.47214
1685:5.83095 1725:5
1716:3.60555 1743:7.28011
1816:7.2111 1936:4
1841:3.16228 1916:3.16228
1685:8.06226 1721:5
1718:3 1866:6.32456
1683:5.83095 1982:2.23607
1675:2 1773:6.32456
1943:2.23607 1949:3.60555
1717:8 1886:8.06226
1813:15 1951:7.28011
1883:2.82843 1919:6
1911:6.08276 1991:11.7047
1761:4.47214 1817:3.16228
1824:4.24264 1859:5.09902
1749:3.60555 1822:7.07107
1773:7.2111 1905:8.06226
1815:7.28011 1848:7.28011
1842:8.06226 1868:8.94427
1887:16.4012 1899:16.1245
1963:5 1979:5.09902
1777:8.48528 1968:4.47214
1716:4 1957:5.65685
1861:4 1965:2.23607
1704:3.16228 1821:6.32456
1907:11.1803 1997:7.81025
1734:5.38516 1817:3.60555
1696:5 1855:5
1736:3.60555 1822:3.60555
1803:11.4018 1818:11.7047
1720:7 1944:1.41421
1763:4.12311 1888:4
1949:5.83095 1976:1
1920:10.6301 1947:6.08276
1889:6.7082 1982:8.06226
1809:5 1934:4.24264
1956:2.23607 1990:6.32456
1795:3.16228 1801:4.47214
1756:12.8062 1809:8.06226
1700:2 1824:11.0454
1734:4.47214 1817:3.16228
1790:9.48683 1938:4
1752:4.12311 1988:4
1789:4.47214 1961:3.16228
1808:5.65685 1977:8
1702:5.65685 1942:7.61577
1768:11.6619 1991:9.48683
1741:6.32456 1963:10.8167
1810:3.16228 1835:5.83095
1941:3.60555 1984:5.83095
1923:10.4403 1969:13.6015
1831:3.16228 1885:3
1728:6.32456 1737:7.2111
1797:2.23607 1974:3.60555
1689:2.82843 1967:5.09902
1782:5 1895:6.7082
1681:2.23607 1793:4.12311
1677:5.09902 1683:3.16228
1774:7.2111 1994:3.16228
1784:7.81025 1878:6
1812:7.81025 1896:7.07107
1842:5 1935:4
1765:9.43398 1977:5
1780:7.81025 1878:5
1792:11.0454 1975:11
1859:3.60555 1996:4.24264
1703:3.60555 1959:8
1829:5.65685 1983:6.7082
1764:4.47214 1961:3.16228
1678:8.60233 1981:6.08276
1794:3 1866:11.0454
1684:4.12311 1701:2.23607
1681:5.83095 1777:4.12311
1791:3 1866:8.06226
1684:5.09902 1758:3.16228
1720:9.21954 1789:11.1803
1774:2.23607 1974:2
1689:7.07107 1967:8.24621
1876:6.32456 1948:9
1693:5.83095 1954:8.24621
1709:2 1758:4.47214
1767:12.0416 1839:2.23607
1709:3.60555 1818:3.60555
1711:5.83095 1752:10.0499
1694:9.05539 1838:4
1833:6.7082 1838:7.2111
1751:8.06226 1944:8.544
1686:7.2111 1765:5.65685
1756:5 1759:8.06226
1712:5.38516 1769:3.16228
1695:2 1835:3
1781:7.81025 1840:7.07107
1731:15 1832:2.23607
1812:12.8062 1865:12.0416
1848:7.07107 1942:2.23607
1723:7.2111 1936:4.47214
1734:3.16228 1761:3.16228
1803:3.60555 1926:5
1844:4.12311 1952:3.60555
1845:6.08276 1962:4.24264
1704:5.09902 1860:5.09902
1749:3.60555 1860:6.08276
1690:9.84886 1867:4
1735:4.24264 1859:2.82843
1890:3 1964:4.12311
1676:1 1877:5.83095
1797:5.38516 1974:5
1841:9.84886 1987:1
1788:5.65685 1983:2.23607
1907:8.06226 1924:7.81025
1772:3.16228 1885:5
1685:17.088 1813:2.23607
1694:5 1927:3.16228
1772:7.61577 1870:8.48528
1695:3.60555 1811:3
1903:7.81025 1986:5
1892:8.60233 1992:6.32456
1805:4 1806:7.2111
1767:14.1421 1802:2.23607
1865:5 1907:6.7082
1724:3.16228 1916:2
1782:5 1935:1
1729:9.21954 1943:7.07107
1775:6.08276 1819:4.12311
1820:6.08276 1894:3.16228
1717:5 1945:3.16228
1734:4.47214 1980:5.38516
1690:6.7082 1975:5
1728:7.07107 1896:6.08276
1761:4.47214 1847:7.2111
1841:7.28011 1916:8.06226
1881:3.60555 1945:5.09902
1699:10.198 1916:10
1725:8.60233 1863:7.28011
1748:5 1973:3
1757:7.07107 1956:9.21954
1880:5.83095 1971:2.82843
1899:8.544 1922:12.0416
1786:3.60555 1824:2.82843
1821:5.09902 1822:6.08276
1869:3.60555 1965:2.23607
1683:8.24621 1778:8.60233
1802:14.5602 1854:7.28011
1904:7.07107 1919:5.09902
1812:9.21954 1840:5
1726:6.32456 1794:8.06226
1823:4 1915:7.61577
1739:8.94427 1955:8.06226
1861:3.60555 1965:5.09902
1834:8.48528 1929:6.7082
1677:7.61577 1778:10
1800:12.0416 1954:4.12311
1744:4.12311 1965:5.83095
1707:6.40312 1920:4.47214
1917:9.84886 1993:7.2111
1732:8.544 1799:6.32456
1676:5.38516 1826:5.83095
1780:6 1784:5
1936:5.83095 1958:6.32456
1710:1 1857:5.83095
1852:3.60555 1971:4.47214
1884:6.08276 1941:7.81025
1732:2.82843 1919:4.47214
1925:5 1941:5.09902
1772:3 1831:5
1717:10.6301 1730:8.06226
1972:9.43398 1984:8.06226
1752:4 1763:8.06226
1755:6.7082 1980:9.21954
1825:3 1964:1.41421
1825:6.32456 1890:9.21954
1969:8.06226 1992:5.09902
1789:5 1961:5
1697:6.7082 1845:3.16228
1782:6.32456 1935:6.32456
1675:6.7082 1849:6.08276
1917:2 1993:3.60555
1701:7 1792:9.05539
1858:8.544 1922:6
1910:10.8167 1995:7.07107
1697:5.09902 1894:11.1803
1703:10 1706:6.7082
1836:7.81025 1986:9.48683
1756:10.8167 1864:7.07107
1737:8.06226 1747:5.38516
1704:14.2127 1821:12.6491
1830:8.06226 1840:6.7082
1820:9.84886 1962:6.08276
1940:6.40312 1957:7.81025
1691:8.06226 1699:4.24264
1733:6.08276 1991:5.83095
1937:9.21954 1969:6.32456
1757:17 1856:12.0416
1742:14.0357 1999:15.5242
1867:7.61577 1970:6.40312
1724:3.16228 1841:2
1897:2 1993:3
1705:7.2111 1960:6.32456
1864:5.09902 1883:4.47214
1707:8.544 1874:4.47214
1713:10.2956 1931:2.23607
1858:12.0416 1899:6
1771:10.4403 1969:11.0454
1830:7.81025 1907:10.198
1884:5 1941:4.12311
1818:5 1989:6.08276
1694:6.7082 1833:3.16228
1699:7.28011 1719:8
1870:6.7082 1947:12.1655
1691:2.23607 1910:10.2956
1713:9.21954 1921:2.23607
1879:7.07107 1958:7.07107
1757:8.24621 1956:6.08276
1756:4.24264 1809:9.21954
1782:4 1842:1
1723:4 1816:4.47214
1912:9.21954 1997:10.6301
1762:4 1790:11.4018
1949:5.09902 1976:5.38516
1909:6.40312 1957:1.41421
1770:3.60555 1925:4.12311
1766:7.61577 1815:2.23607
1729:2.23607 1949:5.09902
1751:1.41421 1764:7.81025
1846:3.16228 1852:5.09902
1698:5 1869:9.84886
1754:6.08276 1929:12.1655
1799:9 1876:9.21954
1729:3.60555 1976:5
1718:12.0416 1877:7.07107
1731:7.28011 1903:11
1775:5.38516 1819:3.60555
1693:8.24621 1800:8.60233
1800:8.24621 1872:4.12311
1682:10.2956 1868:8.06226
1757:2.23607 1933:6.08276
1743:5.65685 1940:1.41421
1879:6.32456 1932:7.07107
1694:3 1833:7.61577
1682:4.47214 1705:6
1764:3.16228 1789:3.16228
1820:4.24264 1908:6.08276
1741:5 1979:5.38516
1825:4.12311 1890:1.41421
1744:2.23607 1861:2.23607
1861:5.09902 1873:6.08276
1689:3.16228 1775:5.09902
1742:4.47214 1777:4.47214
1892:8.06226 1912:6.32456
1702:7.2111 1915:6.40312
1857:2.82843 1881:4.47214
1692:7.61577 1887:9.43398
1748:5.83095 1855:3
1774:3.60555 1797:2
1738:7.61577 1848:5
1753:1 1949:5
1765:8 1783:5
1719:6.08276 1910:8.94427
1741:5.09902 1963:5.38516
1677:5.83095 1847:5.38516
1678:13.6015 1790:6.08276
1683:4.12311 1727:2.23607
1788:6.7082 1829:2.23607
1770:5.83095 1887:8.06226
1692:7.07107 1972:11.6619
1714:5.09902 1836:5
1828:1 1841:8.94427
1752:8.06226 1763:4
1818:7.2111 1926:6.08276
1757:6.32456 1956:7
1767:9.48683 1911:5.83095
1837:6.32456 1892:5.09902
1897:3.60555 1917:3
1774:4.24264 1779:3.16228
1724:10.6301 1900:7.07107
1679:7.07107 1786:4.24264
1746:7.81025 1937:10.6301
1788:10.2956 1829:10.2956
1682:2.23607 1705:5.38516
2054:2.82843 2170:2.82843
2073:2 2147:1.41421
2005:1.41421 2046:1
2074:1 2079:1.41421
2002:1.41421 2075:1.41421
2002:1.41421 2004:2
2118:2.82843 2171:2.23607
2047:1.41421 2144:3
2035:1 2053:1
2095:1 2159:1
2133:3 2134:3.60555
2091:3.16228 2153:2.23607
2109:1.41421 2169:1.41421
2048:2.23607 2061:2.23607
2037:1.41421 2074:2
2039:1 2095:2.23607
2066:1.41421 2166:2
2025:1 2067:1
2023:1.41421 2137:2.23607
2069:1.41421 2146:1
2025:2.23607 2147:2.23607
2055:2.82843 2145:1.41421
2061:2 2108:1.41421
2018:1.41421 2155:2.23607
2050:1 2117:2.23607
2017:1 2067:1.41421
2004:2 2034:1
2036:3.60555 2165:1.41421
2046:1 2111:1
2096:1.41421 2129:2.23607
2082:4 2120:1.41421
2092:1.41421 2094:1
2015:2.82843 2039:2.23607
2138:3.16228 2142:1.41421
2026:1 2069:1.41421
2008:1 2053:1.41421
2032:3.60555 2167:2
2074:1.41421 2156:1
2067:4 2090:1.41421
2015:1 2032:2.23607
2053:3 2058:2.82843
2083:1.41421 2115:1
2153:2 2158:1
2056:1 2075:1.41421
2059:3.60555 2152:1
2037:2.23607 2156:2
2002:1 2028:1
2007:1.41421 2144:2.23607
2102:2.23607 2105:1.41421
2087:4.12311 2139:5.09902
2024:1 2080:3
2106:4.12311 2126:3.60555
2088:2.23607 2099:2.23607
2008:1 2035:1.41421
2000:2.82843 2114:2.82843
2103:2.82843 2171:2.23607
2043:1 2075:1
2112:1 2121:1.41421
2040:2.82843 2164:1
2070:2.82843 2072:2.23607
2097:2 2130:1.41421
2022:2 2105:2
2012:2 2109:1.41421
2143:2.23607 2149:2.23607
2093:2 2118:3
2123:2.23607 2157:2.23607
2016:1.41421 2088:2.23607
2017:1 2025:1.41421
2078:1.41421 2173:2.23607
2034:1.41421 2146:1
2059:2.82843 2072:1
2094:2.23607 2136:1
2059:2.23607 2070:1
2012:2 2169:1.41421
2003:1 2037:1.41421
2043:1.41421 2056:1
2103:2.23607 2131:4.24264
2083:1.41421 2104:1
2068:1.41421 2173:1
2003:1.41421 2150:1.41421
2050:3 2143:2.23607
2113:2.23607 2123:1.41421
